title,start_date,rating_count,rating_avg,animeId,animeIdx
Santa Company,,560,5.64,4449,3031
Schick x Evangelion,,4,7.50,4450,3032
Porong Porong Pororo 3,2009-05-04,2,9.00,4451,3033
Momotarou,,565,5.69,4452,3034
Melody,,540,5.47,4453,3035
"Mobile Suit SD Gundam Musha, Knight, Commando",1991-03-16,539,5.41,4454,3036
Mahou Shoujo Sonico★Magica,,554,5.64,4455,3037
Kotowaza House,1987-04-04,538,5.33,4456,3038
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,,527,5.47,4457,3039
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),2014-10-07,4,6.00,4458,3040
Itoshi no Muco OVA,,557,5.22,4459,3041
Hoshizora Kiseki,,8,6.00,4460,3042
Goulart Knights: Evoked the Beginning Black,,18,7.33,4461,3043
G-On Riders,2002-07-02,2,2.00,4462,3044
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,,528,5.57,4463,3045
Bakumatsu,2018-10-05,549,5.50,4464,3046
Alexandros no Ketsudan,,547,5.55,4465,3047
1-gatsu ni wa Christmas,,545,5.60,4466,3048
Shin Strange+ Special,,551,5.56,4467,3049
Sailor Victory,1995-06-25,554,5.43,4468,3050
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",,2,5.00,4469,3051
Robot Girls Neo,2018-08-18,536,5.66,4470,3052
Military!,2015-01-07,573,5.32,4471,3053
Marie & Gali Episode Zero,,56,7.71,4472,3054
Machi Ichiban no Kechinbou,,56,8.00,4473,3055
Long Dao Qi Yuan,,537,5.55,4474,3056
Koi Koi 7,2005-04-02,2,5.00,4475,3057
Kyouryuu Tankentai Born Free,1976-10-01,534,5.46,4476,3058
Izumo,1991-09-21,56,8.43,4477,3059
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,,561,5.41,4478,3060
Giant Robo,,555,5.64,4479,3061
Heisei Policemen!!,2013-04-11,549,5.55,4480,3062
Duel Masters Movie 1: Yami no Shiro no Maryuuou,,10,7.00,4481,3063
Dore Dore no Uta,,550,5.52,4482,3064
"Dance, Dance, Dance",,24,7.25,4483,3065
Chiisana Teien,,527,5.33,4484,3066
"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",,6,7.33,4485,3067
Bohemian Rhapsody,,2,4.00,4486,3068
Bikkuriman 2000,1999-11-01,4,3.00,4487,3069
Andromeda Stories,,510,5.33,4488,3070
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,2016-06-21,541,5.51,4489,3071
A-jang.com,2001-11-22,4,8.00,4490,3072
Yuri Seijin Naoko-san,,4,6.00,4491,3073
Ys IV: The Dawn of Ys,,8,4.50,4492,3074
Warau Salesman Episode 0,,12,7.67,4493,3075
Ra/Radio Noise*Planet,,538,5.39,4494,3076
Project Tokyo Dolls: Episode 0,2017-06-05,4,5.00,4495,3077
Onegai My Melody: Yuu & Ai,,4,5.00,4496,3078
Onigakure Yama no Soba no Hana,,524,5.44,4497,3079
Maps,1994-07-08,4,7.00,4498,3080
Kubbe PV Full ver.,,524,5.24,4499,3081
Ku Pao Ying Xiong,2017-09-02,526,5.72,4500,3082
Kiki to Lala no Ohimesama ni Naritai,,536,5.52,4501,3083
Dededen,2015-02-23,8,9.50,4502,3084
Choboraunyopomi Gekijou Ai Mai Mii,2013-01-03,10,6.60,4503,3085
Chikatetsu ni Noru,,521,5.32,4504,3086
Ape,,521,5.57,4505,3087
Antinotice,,541,5.44,4506,3088
Antae,,550,5.43,4507,3089
"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",,517,5.39,4508,3090
Time Bokan 24,2016-10-01,538,5.54,4509,3091
Stitch!: Piko Kara no Chousenjou,,545,5.14,4510,3092
Shinseiki Duel Masters Flash,2006-04-10,549,5.45,4511,3093
Sango no Umi to Ouji,,553,5.50,4512,3094
Popee the Performer: Countdown Special,,12,6.67,4513,3095
Sono Kinisasete yo: My My Mai,1993-12-16,561,5.52,4514,3096
Piace: Watashi no Italian,2017-01-11,554,5.59,4515,3097
Naniiro no Nani,,532,5.36,4516,3098
Pecola,2002-10-06,536,5.61,4517,3099
Kotetsu no Daibouken,1996-12-13,537,5.40,4518,3100
Kirin Ashita no Calendar,1980-01-01,538,5.44,4519,3101
Kawasaki Frontale x Tentai Senshi Sunred,2009-02-06,540,5.49,4520,3102
Jujutsu Kaisen,2018-12-03,531,5.51,4521,3103
Justeen,,2,7.00,4522,3104
Human Lost: Ningen Shikkaku,,550,5.46,4523,3105
Hello Kitty no Kieta Santa-san no Okurimono,,2,8.00,4524,3106
He Wei Dao x Re:Cong Ling Kaishi De Yi Shijie Shenghuo,2018-09-21,536,5.47,4525,3107
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,,532,5.53,4526,3108
Dungeon Meshi,2017-07-31,508,5.51,4527,3109
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,,545,5.71,4528,3110
DušaN,,526,5.39,4529,3111
Crazy for It,,515,5.57,4530,3112
Chuumon no Ooi Ryouriten,,14,3.86,4531,3113
Chouon Senshi Borgman: Lovers Rain,,3,5.00,4532,3114
Battle Girl High School,2017-07-03,2,8.00,4533,3115
Ashita no Eleven-tachi,,543,5.43,4534,3116
Animegatari,2015-04-17,57,7.51,4535,3117
Ahiru no Pekkle no Minikui Ahiru no Ko,,552,5.69,4536,3118
100% Renewable Energy,,552,5.41,4537,3119
Uchuu Senkan Yamato Pilot Film,,522,5.48,4538,3120
Toji no Miko: Kizamishi Issen no Tomoshibi,2018-01-30,535,5.50,4539,3121
Sin: Nanatsu no Taizai Zange-roku Specials,2017-06-28,2,5.00,4540,3122
Shiawase Pasta Story,2010-11-01,4,6.00,4541,3123
Sengoku Choujuu Giga: Kou,2016-10-09,530,5.54,4542,3124
Sekai de Ichiban Tsuyoku Naritai!,2013-10-06,513,5.58,4543,3125
Saredo Tsumibito wa Ryuu to Odoru,2018-04-06,515,5.60,4544,3126
Puzzle & Dragons CM,2015-10-12,526,5.67,4545,3127
Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,,534,5.52,4546,3128
Princess Rouge,1997-09-25,552,5.74,4547,3129
Porong Porong Pororo 5,2014-02-24,24,5.25,4548,3130
Little Nemo Pilot (1987),,6,6.67,4549,3131
Kyomu Senshi Miroku,1989-01-10,34,6.76,4550,3132
Kaichuu!,,58,7.72,4551,3133
Kirin Monoshiri Yakata,1975-01-01,551,5.62,4552,3134
Gulliver no Uchuu Ryokou,,526,5.55,4553,3135
God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,,552,5.46,4554,3136
Ginga Tansa 2100-nen: Border Planet,,8,8.50,4555,3137
Ensemble Girls!!,,4,4.00,4556,3138
Eien no Filena,1992-12-21,521,5.55,4557,3139
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,2011-02-23,4,8.00,4558,3140
B'T X,1996-04-06,553,5.65,4559,3141
11-nin Iru!,,538,5.46,4560,3142
Armitage III: Poly-Matrix,,548,5.60,4561,3143
Yuri Kuma Arashi,2015-01-06,4,7.00,4562,3144
Virtua Fighter,1995-10-09,2,6.00,4563,3145
Urusei Yatsura Movie 1: Only You,,539,5.46,4564,3146
Toaru Kagaku no Accelerator,2019-07-12,64,8.38,4565,3147
Tenki no Ko CMs,,532,5.61,4566,3148
Taiyou no Yuusha Fighbird,1991-02-02,6,1.33,4567,3149
Shingeki no Bahamut: Genesis - Short Story,2016-12-28,526,5.65,4568,3150
Sekirei: Hajimete no Otsukai,,538,5.57,4569,3151
Seisenshi Dunbine,1983-02-05,546,5.35,4570,3152
Seihou Bukyou Outlaw Star Specials,1998-12-18,524,5.49,4571,3153
Red Garden,2006-10-04,531,5.53,4572,3154
Drive Agent Personal: Shiawase wo Mamoru Mono,,560,5.55,4573,3155
Digimon Adventure 3D: Digimon Grand Prix!,,2,10.00,4574,3156
Cosplay Complex,2002-05-25,564,5.51,4575,3157
Big Order,,534,5.41,4576,3158
Babel Nisei (OVA),1992-03-21,547,5.54,4577,3159
Aoi Sekai no Chuushin de,2012-10-20,575,5.49,4578,3160
Akuma Tou no Prince: Mitsume ga Tooru,,520,5.39,4579,3161
Ulysses 31 Pilot,,541,5.17,4580,3162
Transformers: Scramble City,,40,7.30,4581,3163
Towel Story,2011-08-24,553,5.49,4582,3164
Tactical Roar Special,,535,5.60,4583,3165
Suzy's Zoo: Daisuki! Witzy - Happy Birthday,,2,9.00,4584,3166
The Epic Of ZektBach,,562,5.74,4585,3167
Taboo Tattoo,2016-07-05,2,8.00,4586,3168
Spice Paradise: Curry Meshi Ver.,,564,5.46,4587,3169
Soutai Sekai,2017-04-28,535,5.47,4588,3170
Scripta Volant,,537,5.48,4589,3171
Pikaia!!,2017-02-26,16,7.50,4590,3172
Pelican Road Club Caroucha,,2,8.00,4591,3173
"Oyaji no, Imo no Kamisama.",,537,5.43,4592,3174
Onsen Yousei Hakone-chan,2015-10-04,506,5.41,4593,3175
Onihei Pilot,,540,5.58,4594,3176
Nexus,,531,5.52,4595,3177
Mang Huang Ji,2015-04-04,532,5.61,4596,3178
Mahou Shoujo Lyrical Nanoha A's Picture Drama,,552,5.54,4597,3179
Last Exile: Doyou no Asa,2011-12-17,563,5.29,4598,3180
Kimi no Matsu Mirai (Basho) e,,524,5.38,4599,3181
Kura Sushi,2014-04-27,28,8.14,4600,3182
KiyaKiya,,4,8.00,4601,3183
Kikou Sennyo Rouran,2002-11-15,558,5.44,4602,3184
Juuippiki no Neko,,8,7.00,4603,3185
Game Tengoku: The Game Paradise!,,536,5.39,4604,3186
Fushigi na Somera-chan,2015-10-07,528,5.66,4605,3187
Youkai Ningen Bem (2006),2006-01-04,546,5.45,4606,3188
Yoshino no Hime,,528,5.35,4607,3189
Visions of Frank: Short Films by Japan's Most Audacious Animators,,8,8.50,4608,3190
Ttori wa Zeta Robot,,544,5.15,4609,3191
Toukiden: The Age of Demons - Introduction,,544,5.46,4610,3192
Sin: Nanatsu no Taizai Zange-roku,2017-04-14,531,5.56,4611,3193
Toilet no Kamisama,,1,10.00,4612,3194
Seoul-yeok,,533,5.30,4613,3195
Sengoku Choujuu Giga: Otsu,2017-01-15,521,5.46,4614,3196
"Sagashita no wa Oheya, Mitsuketa no wa Mirai",,522,5.31,4615,3197
Ryo,,560,5.49,4616,3198
Parol no Miraijima,,2,8.00,4617,3199
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,,60,7.47,4618,3200
Re: Cutey Honey,2004-07-24,535,5.58,4619,3201
Larva,2011-03-26,552,5.35,4620,3202
Move to the Future,,1,5.00,4621,3203
Ranma ½: Totteoki Talk Best of Memories,,538,5.46,4622,3204
Nobunaga no Shinobi: Ise Kanegasaki-hen,2017-04-08,544,5.64,4623,3205
Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,,519,5.55,4624,3206
Koi Koi 7 Specials,2005-07-22,524,5.47,4625,3207
Kobutori (1929),,533,5.54,4626,3208
Makai Ouji: Devils and Realist,2013-07-08,546,5.52,4627,3209
Kashi no Ki Mokku,1972-01-04,534,5.53,4628,3210
Koe no Katachi Specials,,534,5.43,4629,3211
Kimi no Iru Machi OVA,2014-01-17,541,5.32,4630,3212
Jarinko Chie,,521,5.55,4631,3213
Iria: Zeiram The Animation,1994-06-23,539,5.42,4632,3214
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,,560,5.42,4633,3215
Inazuma Eleven: Reloaded - Soccer no Henkaku,,537,5.61,4634,3216
Kare Baka: Wagahai no Kare wa Baka de R,2015-10-16,522,5.45,4635,3217
Kami no Ue no Pilot,,545,5.51,4636,3218
Grisaia no Rakuen Specials,2015-08-26,531,5.51,4637,3219
Hoshi Neko Fullhouse,1989-06-16,551,5.48,4638,3220
Grander Musashi RV,1998-04-04,6,8.33,4639,3221
Garo: Guren no Tsuki,2015-10-10,553,5.48,4640,3222
Defend Love,,545,5.64,4641,3223
Curry Meshi x Zombieland Saga,,540,5.51,4642,3224
Chouon Senshi Borgman 2: Shin Seiki 2058,1993-10-01,526,5.45,4643,3225
Chiisana Ojisan,,5,10.00,4644,3226
Chichibu de Buchichi,,4,5.00,4645,3227
Casablanca,,6,8.67,4646,3228
Bouen no March,,550,5.47,4647,3229
Ahiru no Pekkle no Suieitaikai wa Oosawagi,,549,5.50,4648,3230
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,2016-01-07,555,5.33,4649,3231
Backkom,,541,5.59,4650,3232
Twin Angel Break,2017-04-07,520,5.46,4651,3233
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,,544,5.35,4652,3234
Soul Worker: Your Destiny Awaits,2016-03-17,515,5.28,4653,3235
Soul Link Special,,162,6.99,4654,3236
Shounen Ashibe 2,1992-10-03,547,5.53,4655,3237
Shin Hurricane Polymar,1996-09-21,551,5.60,4656,3238
Session High⤴,,14,7.00,4657,3239
Samurai Gun Special,,543,5.49,4658,3240
Nanairo Kakumei,2015-10-06,541,5.59,4659,3241
My Home,,2,6.00,4660,3242
Mon-Soni! D'Artagnan no Idol Sengen,2017-06-14,544,5.52,4661,3243
Minna Agechau♡,,10,7.80,4662,3244
Gantz,2004-04-13,511,5.55,4663,3245
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,,548,5.39,4664,3246
Junkers Come Here: Memories of You,,501,5.79,4665,3247
Eromanga-sensei OVA,,540,5.42,4666,3248
Hello Kitty no Kaguya-hime,,2,8.00,4667,3249
Gunparade Orchestra,2005-10-04,517,5.64,4668,3250
Duel Masters Victory V3,2013-04-06,545,5.27,4669,3251
Doraemon Movie 03: Nobita no Daimakyou,,548,5.57,4670,3252
Chicchana Yukitsukai Sugar,2001-10-02,529,5.65,4671,3253
Daitan Futeki ni Koi Shitai,,24,8.17,4672,3254
Cyclops Shoujo Saipuu,2013-03-12,559,5.72,4673,3255
YAT Anshin! Uchuu Ryokou,1996-10-05,531,5.62,4674,3256
Uchuu Densetsu Ulysses 31,1981-10-03,543,5.45,4675,3257
Tu Bian Ying Xiong Leaf,2018-04-14,541,5.64,4676,3258
Tokyo Magnitude 8.0 Recap,,534,5.42,4677,3259
Cheer Danshi!! Recap,,567,5.48,4678,3260
Break-Age,,562,5.59,4679,3261
Bouken! Iczer 3,1990-09-25,560,5.59,4680,3262
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,,2,8.00,4681,3263
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",,560,5.44,4682,3264
Bosco no Mori no Nakama-tachi,,542,5.64,4683,3265
Yuukan Club,1991-07-25,543,5.48,4684,3266
Urikupen Kyuujo-tai,1974-09-30,4,6.00,4685,3267
True Tears Recap,,525,5.57,4686,3268
Tooryanse,,525,5.60,4687,3269
Tomie,2018-04-27,2,8.00,4688,3270
Sora e,,4,5.00,4689,3271
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,2014-08-27,4,7.50,4690,3272
Monster Strike The Animation Episode 0,,547,5.51,4691,3273
Peeping Life: World History,2012-12-20,4,6.00,4692,3274
Monogatari no Aru Satou,,4,6.00,4693,3275
Medamayaki no Kimi Itsu Tsubusu?,2014-08-05,539,5.34,4695,3276
Lemon Angel YJ-ban,1990-07-06,527,5.68,4696,3277
Kobutori,,547,5.44,4697,3278
Kishin Houkou Demonbane (TV) Specials,2006-08-25,553,5.44,4702,3279
Kaze no Matasaburou,,565,5.43,4704,3280
Je Bul Chal-ssi Iyagi,,4,3.00,4705,3281
Install Pilot,,565,5.46,4708,3282
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,,528,5.45,4712,3283
G-9,,44,5.05,4713,3284
Cocktail Prince: Shaking Night!!,,28,6.86,4714,3285
Bouken Gabotenjima,1967-04-04,2,8.00,4715,3286
Backkom 2,,549,5.83,4716,3287
Aquarian Age: Saga II - Don't Forget Me...,,542,5.44,4717,3288
Anisama,,2,1.00,4718,3289
Aesop's World,1999-04-05,58,6.07,4719,3290
Yuuyake Dandan,2015-03-31,62,6.90,4720,3291
The SoulTaker: Tamashii-gari - Komugi Daisakusen,,548,5.40,4721,3292
Saa Ikou! Tamagotchi,2007-11-29,373,8.92,4722,3293
Taisei Kensetsu: Shin Doha Kokusai Kuukou,,520,5.52,4723,3294
Perman (1983) Specials,1983-07-20,524,5.53,4724,3295
Mori no Andou,,148,8.08,4725,3296
Naked Wolves,2009-04-06,40,7.20,4726,3297
Mai no Mahou to Katei no Hi,,535,5.60,4727,3298
Lion meets HachiClo,,534,5.29,4728,3299
La Primavera,,4,9.00,4729,3300
Kemono Friends 2,2019-01-15,522,5.64,4730,3301
Kikou Kai Galient OVA,1986-01-26,4,2.00,4731,3302
Evil or Live,2017-10-11,4,5.00,4732,3303
Hong Ling Jin Xia,,2,2.00,4733,3304
Early Reins,,551,5.58,4734,3305
Bobunemimimmi Specials,,540,5.55,4735,3306
Ayane-chan High Kick!,1997-01-21,555,5.39,4736,3307
15 Sonyeon Uju Pyoryugi,,2,10.00,4737,3308
YanYan Machiko,2009-12-25,527,5.34,4738,3309
Zettai Bouei Leviathan: Mini Takibi Gekijou,2013-07-07,535,5.33,4739,3310
Val x Love,2019-10-05,543,5.32,4740,3311
Seto no Hanayome Fan Disc,,553,5.37,4741,3312
Sasameki Koto,2009-10-08,2,10.00,4742,3313
Sansha Sanyou,2016-04-11,529,5.42,4743,3314
Saint Seiya: Soul of Gold,2015-04-11,132,6.09,4744,3315
Saishuu Heiki Kanojo: Another Love Song,2005-08-05,548,5.66,4745,3316
Project ARMS: The 2nd Chapter,2001-10-06,537,5.53,4746,3317
Popee the Performer,2000-01-03,531,5.61,4747,3318
Onegai My Melody,2005-04-03,551,5.70,4748,3319
Ultra B,1987-04-05,542,5.54,4749,3320
Transformers Superlink Special,,521,5.61,4750,3321
NG Knight Ramune & 40,1990-04-06,554,5.21,4751,3322
Toufu Kozou,,82,6.34,4752,3323
Negima!? Haru Special!?,,547,5.46,4753,3324
Muv-Luv Alternative: Total Eclipse,2012-07-02,551,5.51,4754,3325
Timeless,,562,5.86,4755,3326
Shounen Ashibe: Go! Go! Goma-chan 4,2019-04-02,10,7.00,4756,3327
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,516,5.66,4757,3328
Tetsujin 28-gou: Tanjou-hen,,561,5.39,4758,3329
Rio: Rainbow Gate!,2011-01-04,524,5.75,4759,3330
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,,8,5.50,4760,3331
Mekakucity Actors,2014-04-13,2,7.00,4761,3332
Parappa the Rapper,2001-04-14,523,5.59,4762,3333
Mahou Shoujo-tai Arusu,2004-04-09,8,9.00,4763,3334
Notari Matsutarou,1990-11-22,561,5.32,4764,3335
Nakedyouth,,2,7.00,4765,3336
Mahou Shoujo Madoka★Magica: Concept Movie,,552,5.51,4766,3337
Lupin III: Moeyo Zantetsuken!,,552,5.47,4767,3338
Kuroi Ame ni Utarete,,524,5.42,4768,3339
Kantoku Fuyuki Todoki,2014-04-04,554,5.65,4769,3340
Komaneko no Christmas: Maigo ni Natta Present,,526,5.40,4770,3341
Kamisama Dolls Specials,2011-09-21,575,5.42,4771,3342
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,2004-10-02,8,8.50,4772,3343
Ishida to Asakura,2013-01-06,2,6.00,4773,3344
Heybot!,2016-09-18,537,5.61,4774,3345
Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,,4,7.00,4775,3346
Girl Electric,,543,5.59,4776,3347
Genocyber,1994-03-02,530,5.41,4777,3348
gdMen,2018-01-09,551,5.52,4778,3349
Fate/Zero Cafe,2013-07-13,517,5.61,4779,3350
Cleopatra D.C.,1989-04-28,528,5.50,4780,3351
Chengyu Donghua Lang,,518,5.55,4781,3352
Avenger,2003-10-02,533,5.50,4782,3353
Battle Spirits: Double Drive,2016-04-06,542,5.35,4783,3354
Wata no Kuni Hoshi Pilot,,553,5.47,4784,3355
Ahiru no Pekkle no Sindbad no Bouken,,555,5.64,4785,3356
T.P. Sakura: Time Paladin Sakura,2011-01-27,545,5.61,4786,3357
Agigongryong Doolie (Movie),,546,5.55,4787,3358
Special Nu World,,508,5.78,4788,3359
Oz no Mahoutsukai,,217,8.62,4789,3360
Otome Nadeshiko Koi Techou,,531,5.59,4790,3361
Oscar's Oasis,2011-02-28,534,5.59,4791,3362
Miracle Shoujo Limit-chan,1973-10-01,2,7.00,4792,3363
Metroid Short Animation,,5,9.60,4793,3364
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,,4,7.50,4794,3365
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,,2,6.00,4795,3366
Hoozuki no Reitetsu 2nd Season OVA,,543,5.59,4796,3367
Hiatari Ryoukou!,1987-03-29,543,5.46,4797,3368
Haiyore! Nyaruko-san W OVA,,537,5.22,4798,3369
Mousou Dairinin,2004-02-03,4,6.00,4799,3370
Mairimashita! Iruma-kun,,515,5.56,4800,3371
Gunnm,1993-06-21,532,5.49,4801,3372
H2O: Footprints in the Sand,2008-01-04,540,5.02,4802,3373
Gravitation,2000-10-04,535,5.63,4803,3374
Lupin III,1971-10-24,545,5.51,4804,3375
Fate/Zero Remix,2012-03-25,522,5.42,4805,3376
Kanadian Families: Episode Zero,,4,7.50,4808,3377
Dual! Parallel Lun-Lun Monogatari,1999-04-08,551,5.48,4809,3378
ef: A Tale of Memories. - Prologue,,8,6.75,4810,3379
Dragon League,1993-05-07,518,5.65,4812,3380
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,,52,7.77,4814,3381
Di Gi Charat Nyo,2003-04-06,517,5.47,4816,3382
Kagami no Genon,,555,5.41,4817,3383
China KFC x Gintama,,539,5.58,4819,3384
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,,533,5.38,4821,3385
Detective Conan Movie 09: Promo Special,,539,5.65,4822,3386
Kachikachi Yama,,2,6.00,4823,3387
Jiok,,552,5.61,4824,3388
Jack to Mame no Ki (OVA),,542,5.40,4826,3389
Gokiburi-tachi no Tasogare,,551,5.38,4827,3390
Hibike! Euphonium Movie: Photo Session e Youkoso,,529,5.71,4828,3391
Fake Style II,,542,5.43,4829,3392
GAME OVER feat. Hatsune Miku,,524,5.55,4830,3393
Fairy Gone,2019-04-08,1,4.00,4831,3394
Eiyuu Gaiden Mozaicka,1991-11-21,4,6.00,4834,3395
Devilman: Crybaby - Digest Eizou,,40,7.00,4835,3396
Devilman Memorial,,520,5.42,4836,3397
Chocotan!,,518,5.65,4837,3398
Chiisana Jumbo,,536,5.44,4838,3399
Bremen 4: Jigoku no Naka no Tenshi-tachi,,544,5.53,4839,3400
Best Care Group,2012-09-12,4,9.00,4840,3401
Anime Oyako Gekijou,1981-10-09,4,8.00,4841,3402
Animation!,,522,5.46,4842,3403
Ba La La Xiao Mo Xian Zhi: Qiji Wubu,,555,5.52,4843,3404
Alexander Senki Movie,,529,5.29,4844,3405
Akai Koudan Zillion: Utahime Yakyoku,,522,5.48,4845,3406
Ahiru no Ko,,533,5.44,4846,3407
Agigongryong Doolie (1988),,564,5.25,4847,3408
Yume Oukoku to Nemureru 100-nin no Ouji-sama,2018-07-05,535,5.68,4848,3409
Ultraviolet: Code 044,2008-07-01,4,4.00,4849,3410
The Place Where We Were,,552,5.38,4850,3411
Shin Onimusha: Dawn of Dreams the Story,,4,7.50,4851,3412
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,,539,5.67,4852,3413
Guardian Hearts-Power UP!,2005-01-28,1,3.00,4853,3414
Ganbare! Kakure Ase Project,,4,7.00,4854,3415
Gakkou no Yuurei,1995-10-21,2,5.00,4855,3416
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,,2,7.00,4856,3417
Chu Feng: B.E.E,2015-07-23,529,5.27,4857,3418
Baku Tech! Bakugan Gachi,2013-04-06,542,5.37,4865,3419
Arisa☆Good Luck,,96,5.79,4866,3420
Angel Cop,1989-09-01,515,5.61,4867,3421
Yasashii Akuma,,552,5.19,4868,3422
Ad Lib Anime Kenkyuujo,2011-10-16,558,5.47,4869,3423
Usuzumizakura: Garo,,525,5.74,4870,3424
The Samurai,,541,5.52,4871,3425
Shounen Ashibe (TV),1991-04-11,4,8.00,4872,3426
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,2012-07-27,560,5.44,4873,3427
Pororo-wa Noraehaeyo,,3,5.67,4874,3428
Pokemon: Aki no Special,,538,5.36,4875,3429
Nyamen,2014-01-12,6,8.33,4876,3430
Nurse Witch Komugi-chan R,2016-01-10,547,5.40,4877,3431
Melty Lancer,1999-05-25,538,5.60,4878,3432
Koisuru Tenshi Angelique: Chibi Character Adventure 2,,38,6.58,4879,3433
Kami nomi Kakushi,,533,5.41,4880,3434
Kaibutsu Gakushou,,546,5.46,4881,3435
Hikari: Kariya wo Tsunagu Monogatari,,569,5.35,4882,3436
Hate You,,1,10.00,4883,3437
Greek Roman Sinhwa: Olympus Guardian (Movie),,40,6.80,4884,3438
Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,,521,5.50,4885,3439
Extra,,532,5.46,4886,3440
Dibetagurashi: Ahiru no Seikatsu,2013-04-07,534,5.59,4887,3441
Diabolik Lovers OVA,,556,5.60,4888,3442
Chinpui Specials,,539,5.46,4889,3443
Bungaku Shoujo,,567,5.44,4890,3444
Brand New Story,,531,5.53,4891,3445
Chain Chronicle: Haecceitas no Hikari Part 3,,547,5.61,4892,3446
Captain Future,1978-11-07,552,5.58,4893,3447
Cardfight!! Vanguard,2011-01-08,559,5.50,4894,3448
Bosco Daibouken,1986-10-06,529,5.59,4895,3449
Boogiepop wa Warawanai (2019),2019-01-04,154,6.61,4896,3450
Bokura no Live Kimi to no Life,,528,5.56,4897,3451
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,,852,8.04,4898,3452
Black★Rock Shooter,,526,5.42,4899,3453
Xi You Ji,,546,5.54,4900,3454
Witch Craft Works,2014-01-05,112,8.25,4901,3455
Boku wa Sonzai Shiteinakatta,,529,5.42,4902,3456
Uta no☆Prince-sama♪ Maji Love Revolutions,2015-04-05,8,8.00,4903,3457
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,,548,5.58,4904,3458
AIKa Zero,2009-07-06,550,5.33,4905,3459
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,,549,5.38,4906,3460
Ongaku Shoujo (TV),2018-07-06,551,5.48,4907,3461
Marvel Future Avengers 2nd Season,2018-07-30,4,6.50,4908,3462
Marginal Prince: Gekkeiju no Ouji-tachi,2006-10-02,563,5.50,4909,3463
Kurumiwari Ningyou,,570,5.40,4910,3464
Mangirl!: Asobu Henshuu Girl,,552,5.32,4911,3465
Koukaku no Pandora: Pandoradio,2016-05-27,547,5.56,4912,3466
Kanojo wa Zombie,,517,5.73,4913,3467
Hyakuren no Haou to Seiyaku no Valkyria,2018-07-08,555,5.52,4914,3468
Hanabi,,552,5.68,4915,3469
Girlfriend (Kari),2014-10-13,532,5.52,4916,3470
Divergence Eve,2003-07-02,550,5.35,4917,3471
"Diabolik Lovers More,Blood",2015-09-24,4,8.00,4918,3472
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Omake Flash,,532,5.44,4919,3473
Chime,,537,5.69,4920,3474
Usavich III,2008-10-13,12,8.00,4921,3475
Usavich II,2007-10-08,526,5.85,4922,3476
Unico: Mahou no Shima e,,539,5.43,4923,3477
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,,532,5.74,4924,3478
