userId,animeId,rating
295529,4681,8
319764,1494,6
26064,1494,9
99061,12367,6
227692,12367,6
139541,12367,6
65305,12367,7
74897,12367,5
61967,12367,6
104117,12367,7
75697,12367,6
65353,12367,7
68673,12367,2
140031,12367,9
80376,12367,10
65359,12367,4
66515,12367,3
204668,1580,6
194529,1580,5
21051,1580,8
61423,12367,5
76819,12367,6
58881,12367,3
67019,12367,3
65173,12367,5
76597,12367,5
27521,1494,8
203761,571,10
296316,2422,8
264990,2422,8
189610,3969,7
34191,9911,3
34378,9911,4
34180,9911,2
77967,4713,5
69851,4713,4
107857,4713,8
179745,4713,1
218242,4713,3
257922,4713,3
172027,4713,2
154919,4713,6
116487,7785,10
157575,7785,10
235608,7785,10
304456,7785,10
273172,7785,10
223759,7785,10
57919,7785,10
212612,7785,8
314308,7785,10
315843,7785,6
298191,1542,4
235448,1542,2
211579,1542,3
295786,376,7
76585,376,9
6896,1542,8
12634,1542,5
235271,376,1
281544,1542,2
32791,376,9
211577,1542,1
5568,376,6
32946,1542,10
14373,1283,6
278610,841,4
69241,841,7
167817,376,8
216847,841,9
182908,376,8
271161,841,5
30681,376,5
101023,841,1
3184,376,9
54011,841,6
1075,376,7
302638,841,5
145063,841,4
25021,841,2
11783,841,6
175835,841,1
113009,841,8
57001,52,8
11967,52,9
38036,52,5
11252,52,8
20755,52,7
17748,52,8
19061,52,7
27839,52,6
144281,52,7
12408,52,6
19610,52,9
197897,52,7
19329,52,9
4887,52,7
14062,52,7
11090,52,6
300414,52,6
10357,52,7
217883,6425,2
57989,6425,8
309671,5923,9
124397,6425,10
120837,6425,2
22734,6425,7
280292,7785,10
282598,7785,10
324050,7785,10
278305,6149,7
324101,7785,9
241717,7785,10
216890,7785,10
193600,7785,9
190621,7785,10
267278,7785,7
298097,7785,9
216160,7785,10
173577,7785,10
31519,7745,7
168083,7785,9
278624,7785,10
61441,13073,6
304102,7785,9
280974,7785,10
321841,10681,2
91243,10681,6
194044,10681,5
250611,12433,3
308489,7785,7
80764,11705,4
94383,11705,3
90397,11705,6
62627,11705,3
252867,6987,10
321370,6987,8
296464,6987,7
302020,6987,7
69213,6987,8
202919,7785,10
89273,6987,5
220467,7785,10
221426,7785,8
182112,6987,9
119227,7785,10
224843,7785,9
293945,6987,1
32180,6987,7
90903,16211,7
223722,7785,10
221805,7785,9
98117,11313,9
83719,11313,10
220340,7785,9
256722,7785,8
256983,7785,10
58559,11313,8
57739,11313,8
319243,7785,8
63877,11313,9
239219,7785,9
263154,7785,9
245241,7785,10
63837,11313,9
56605,11313,8
65215,11313,8
246708,7785,10
56421,11313,3
56345,7785,9
56479,11313,8
221742,7785,7
63953,11313,7
221804,7785,7
187959,7785,10
229503,7785,9
63999,915,8
235470,915,5
264426,915,10
18949,915,5
149069,915,8
1311,915,10
248222,915,9
216467,841,7
190471,1283,4
221131,1542,2
179724,915,10
63715,1542,6
32206,915,9
6146,915,7
37286,1542,4
30629,376,9
212068,376,6
304359,7610,6
118767,1484,8
153049,6198,6
272421,1484,3
133109,1484,4
20082,6198,8
157583,1484,7
88673,1484,8
243825,1484,5
56705,1026,5
63671,6918,6
35826,6918,8
33701,6918,8
242897,6918,4
34833,6918,5
33836,6918,9
254266,6918,6
106377,6918,2
34326,6918,7
35292,6918,4
38549,6918,4
35431,6918,6
6696,1484,8
143757,7785,8
200832,7785,10
280430,7785,10
258245,7785,10
293937,7785,8
200222,7785,9
220795,7785,10
210889,7785,9
71001,7785,8
211765,7785,10
45409,1299,10
39449,1299,9
30384,1299,2
82614,1299,6
9155,1299,8
271043,1299,8
6481,1299,7
100775,16211,8
94917,16211,6
92059,16211,1
247712,7785,8
268392,3508,7
251939,7785,10
316176,3508,7
254407,6987,1
269025,7785,8
29380,3508,7
96775,7785,9
23257,3508,5
255279,6987,8
135477,7785,10
264457,6987,4
217730,7785,8
209137,3508,6
238394,7785,10
209802,6987,4
142139,3508,9
286686,7785,9
16567,3508,10
232688,6987,7
210378,7785,8
17379,3508,8
178940,6987,5
279600,6987,8
261051,6987,1
186888,6987,7
254845,6987,7
224029,6987,7
319945,11705,4
62291,11705,7
275494,10189,9
197474,10189,7
19214,837,8
10079,837,4
4870,837,6
494,837,6
11519,837,8
759,837,6
151855,6512,8
264006,6512,7
24006,6512,8
24989,6512,8
62643,6512,5
50663,6512,8
220166,6512,6
136123,6512,7
251768,6413,5
70963,6512,9
134127,6413,6
36127,6512,8
23068,6512,10
296807,6512,7
79678,5300,9
217139,9254,5
70833,6512,9
160861,6512,5
23479,6512,10
298963,8584,6
21586,6512,8
57073,9822,3
210274,8584,8
21473,6512,7
199685,6512,10
193680,12365,9
221099,3840,7
211165,3840,2
243119,12365,10
200655,3840,3
32778,3840,8
8187,3840,8
27966,3840,6
37194,3840,8
250360,6276,8
318814,6276,8
109421,6276,6
56877,6276,7
208753,6872,6
296741,6872,5
186684,6512,8
169553,6512,10
24574,6512,9
179437,6512,7
247517,7785,9
36568,6512,6
21508,6512,5
254611,4513,6
21490,6512,8
305735,6512,5
235926,4513,8
242168,4513,8
303687,4513,3
281019,4513,6
80350,6512,8
21304,6512,7
128339,6385,6
34708,10132,10
21554,6512,8
146823,141,7
21470,6512,9
21510,6512,3
10003,141,7
19869,6512,9
23464,4513,9
195441,6512,7
277405,1162,6
22223,6512,7
21485,6512,4
21584,6512,8
21484,6512,7
274831,1120,8
47109,1120,8
283532,1120,6
277516,1120,8
287834,1120,8
185322,1120,9
32537,1120,6
179941,1120,8
24519,1120,10
79382,13855,1
146211,10263,8
66573,10263,6
68197,11313,9
303651,10189,7
60517,3508,9
245289,3508,7
125989,1299,9
227659,1299,9
229340,1299,10
286863,1299,9
324208,1299,7
25523,1299,9
310307,1299,8
271786,4149,7
108671,4719,4
28790,4719,8
56297,4719,8
19009,4149,5
21017,4719,9
234709,3160,6
239618,9887,8
55285,4719,6
116501,4719,4
321241,9600,5
106579,3980,3
203857,5154,7
302127,4719,7
105279,9600,2
39092,3639,3
64133,4719,3
144971,5108,8
20756,4719,8
128051,4719,5
15932,4719,8
288552,4719,2
301848,4719,5
302249,4719,4
208284,4719,8
93073,1499,4
271436,4495,5
321573,4719,7
89201,4719,8
14447,4719,3
14640,4719,9
15856,4719,7
187521,4719,7
16084,4719,7
90813,4719,1
14251,4719,7
22131,4719,3
13136,415,10
306374,415,7
15259,4719,10
313372,415,2
16117,4719,8
14259,4719,7
43091,10330,9
197512,415,7
220897,415,9
2384,1508,8
160627,415,5
285539,415,5
15233,415,8
7368,1508,9
277800,415,10
174747,1508,4
1038,415,9
6166,415,9
141597,883,9
87423,883,6
289244,3536,7
2220,883,7
242103,3563,6
189548,4496,5
40685,883,7
284313,3536,10
241201,3536,9
174399,883,5
290194,3536,10
303885,3536,5
2965,883,9
3464,883,7
260633,4157,8
63105,4157,7
35737,10349,5
39399,6114,10
215526,4369,3
172693,6114,9
159025,6114,9
76947,6114,10
185942,6114,8
105923,6114,10
25496,6114,5
194469,6114,7
82546,6114,9
25029,6114,9
79688,6114,6
310114,6114,6
26001,6114,10
62839,4601,8
4501,648,7
30276,6114,9
203853,3541,6
95289,7705,5
31176,6114,5
31891,6114,8
2582,3956,8
33774,7705,7
94495,6114,9
139823,6114,10
194216,6114,6
24996,6114,10
243533,3541,3
128183,1120,7
2290,3541,7
24172,6512,6
237922,7705,8
89203,7705,3
128805,7705,8
196772,7705,5
46329,7705,8
141055,7705,10
92401,6512,8
191339,7705,4
246092,3402,10
22620,6512,6
33272,7705,4
4936,837,5
31545,837,10
42733,7705,7
307036,11031,9
68457,7705,4
171823,578,10
215865,5663,1
32789,3485,10
34098,7705,10
60691,11031,6
71343,11031,7
205006,578,10
271214,3402,4
194305,7705,8
37665,578,10
317736,3402,4
24947,3485,7
319456,578,9
33599,7705,6
166135,578,10
142937,6512,8
137219,7705,6
159729,578,5
43765,6512,7
33495,7705,3
144793,578,10
17073,578,8
60273,7705,5
2977,578,10
248199,6622,1
23725,6512,7
189475,7705,8
129827,578,10
263507,9968,9
36896,9968,5
182196,578,8
34563,7705,7
193373,578,7
35940,7705,4
18492,578,8
313198,578,6
35243,6512,7
424,578,8
34564,7705,6
10809,578,2
37944,7705,4
33252,7705,5
2664,578,10
118703,578,4
34092,7705,6
7342,578,10
33162,7705,5
10571,578,5
35606,21,6
255249,21,4
168171,21,8
143693,21,5
1690,21,10
178055,21,5
27910,21,10
183251,21,4
431,21,10
23256,21,6
248,21,10
171063,21,5
157411,21,3
1260,21,10
205431,21,2
15093,21,10
157749,21,3
175947,21,4
7898,21,10
2772,21,10
204920,1595,8
90239,1595,6
43589,231,7
313629,231,3
95545,231,3
5042,309,7
178935,4282,10
308700,977,10
25642,4282,9
124943,977,9
12410,4282,9
210315,4282,10
321612,927,6
88627,4282,10
165849,4282,9
84791,4282,10
35622,100,10
301669,977,2
196620,4282,10
236362,3826,4
38146,100,9
22705,231,7
151837,4282,8
40189,4282,7
19025,4282,10
228341,100,8
235293,4451,9
14986,4282,9
227360,3942,7
13128,100,10
178485,4282,10
272343,4282,6
22370,100,7
194699,4282,6
12066,4282,10
263306,100,10
168129,4282,9
94291,4282,10
28748,100,5
41133,100,7
12046,4282,10
250933,724,3
53449,100,6
233968,724,1
27775,724,8
12181,4282,8
58071,724,10
255161,4565,8
247677,4644,10
79338,100,8
312723,4565,10
75331,724,6
179290,100,6
27486,100,8
27364,4565,10
286737,724,3
203988,4565,10
13992,724,8
12909,100,3
30245,4565,7
193547,724,8
202821,4565,4
89779,100,8
321217,4565,8
27387,724,1
281689,4565,8
33269,4565,7
7056,724,7
8709,100,10
34207,724,4
23956,4565,9
10314,100,8
22882,4565,7
22845,4565,10
23028,4565,7
22786,4565,10
17702,4565,10
241270,3826,4
101537,3826,3
10774,3826,5
85885,977,10
29665,977,6
266210,4841,8
211106,1508,4
17760,1508,6
309119,10869,6
96677,7468,6
39989,10330,8
214111,4719,3
67527,11997,6
195432,7769,7
31572,7769,3
78573,11997,7
28732,7769,8
40943,7769,5
311090,5674,4
30578,7769,7
23305,4282,6
99009,4282,10
218436,13325,6
146851,4282,10
309466,13325,5
134047,13325,4
157099,3380,6
93831,3976,5
199198,3976,9
314372,3976,6
156331,4603,10
36449,4603,4
138387,883,5
55785,1788,8
42693,4775,7
324380,415,5
115435,100,6
82760,100,6
89397,100,3
189885,100,6
236804,1386,4
179817,3558,2
237259,3558,9
269717,3645,7
62081,3526,8
143235,4840,9
156579,4487,3
257274,10764,5
61385,7110,5
217075,7110,6
140875,7110,3
99889,4492,7
20922,4492,2
103795,7110,3
284517,7110,3
38834,7110,9
47687,5049,7
255691,5049,2
77609,5049,8
100643,7110,2
137449,7110,8
31066,7110,6
289134,6114,6
131517,10764,6
273469,6114,7
44749,10764,5
294779,6114,10
42433,10764,5
295222,6114,10
223740,3551,7
183018,6114,8
185531,6114,10
241645,12581,7
63625,6114,6
73293,3921,8
271476,12581,7
143957,6114,10
61459,5890,7
123943,12581,7
205777,6114,10
313505,6114,9
297899,346,6
61203,6114,9
205017,6114,10
116591,346,8
54087,6114,9
42955,3512,6
105291,6114,10
1215,346,6
229221,6114,4
299202,6114,6
93749,3507,7
85291,12581,9
233189,6114,6
254935,12581,3
151229,6114,9
221189,6114,8
78972,12581,8
30248,6114,7
270456,9799,5
318054,12581,4
65069,12581,2
64921,12581,9
67963,12581,5
321265,12581,9
173325,12581,7
19195,577,10
72317,3644,7
63901,578,10
209289,578,10
201620,578,8
234426,578,5
296115,578,6
204641,578,6
233960,3649,6
32447,578,10
72315,3649,7
238495,7265,2
275499,7265,2
313391,578,7
240315,7265,6
94389,578,2
199899,7265,3
127557,7265,6
83571,578,10
316975,578,10
128249,7265,3
320787,578,10
55017,7265,6
196498,578,10
97339,3649,8
218123,578,8
46187,578,10
262137,578,10
160297,16131,10
310441,578,3
226715,578,9
277998,511,6
203728,578,10
161633,578,2
267711,4034,1
114233,4731,2
100905,14049,5
63501,14049,7
122805,14049,7
39801,8792,6
183706,8792,4
160205,8792,8
133329,274,8
303954,274,9
26038,8792,8
27514,274,6
27614,8792,8
261575,274,2
26226,8792,6
25900,8792,8
25894,8792,10
25914,8792,7
27959,274,8
209614,274,4
322399,4161,6
22872,274,7
24301,274,7
94751,6114,10
27151,274,9
61751,3527,7
219143,6114,8
110809,274,8
10485,274,5
3234,274,6
72709,6114,8
236554,6114,2
154041,6114,10
145643,192,2
271366,6114,10
24930,192,7
192571,6114,10
147257,6114,9
131143,6114,10
133303,6114,10
101715,6114,9
270047,791,2
88955,6114,10
309461,791,4
25361,6114,10
292285,1202,3
29797,6114,10
203543,1202,6
21258,1202,8
78505,6114,9
180595,6114,9
203799,8216,5
305061,6114,10
2710,1202,3
190342,6114,9
52327,791,7
31942,6114,10
185124,4849,4
266538,791,1
299944,11537,4
315648,4357,5
7304,4357,6
149749,9002,7
25202,176,7
222360,176,4
1566,176,9
960,176,6
13058,176,5
92315,578,8
10584,3467,7
301469,578,1
190891,3467,8
302451,578,7
269932,578,10
270436,578,10
273819,578,10
277418,578,10
53883,3467,3
228042,578,10
62167,3467,8
65587,578,10
8680,3467,10
167667,1511,1
219099,578,10
30397,578,10
241112,3040,8
93173,578,10
5131,578,10
61253,4498,7
251146,3040,7
113357,3040,7
84553,3467,8
19092,3040,5
6904,3467,7
129423,3040,2
33897,1511,3
123751,3140,7
8405,3467,7
7322,3953,5
190561,578,10
71875,3467,3
316218,578,10
135839,578,10
213259,578,10
21202,3467,9
7671,3467,9
284314,578,10
285804,578,10
12603,3467,7
33581,3467,3
43267,3467,5
18228,3467,8
10043,3467,8
38738,578,9
281553,4834,6
10665,3467,6
7276,3467,7
6455,749,5
8576,3467,10
62401,498,6
264202,8500,5
181495,107,7
25386,107,8
16389,107,4
3145,107,10
70715,7769,5
41273,7769,6
30609,7769,7
187185,7769,6
142301,9211,3
30576,7769,8
62609,7769,5
168553,4014,8
142921,7769,7
63499,7769,9
30437,7769,9
30771,7769,8
260270,3637,6
34368,9375,4
41627,7769,3
27963,7769,7
28116,7769,7
294968,4282,10
30557,7769,7
252749,4282,9
302824,578,7
307094,578,7
309814,578,9
254436,578,10
105635,578,10
105583,4382,7
113341,578,10
16866,4382,3
66091,578,10
26067,578,10
22987,578,9
16189,4382,1
18777,4382,8
16727,4382,1
257826,578,8
16875,4382,1
317366,578,6
259046,578,2
112453,4382,8
321469,578,5
322131,578,6
15184,4382,5
322893,578,8
16615,4382,1
241189,578,8
308413,3883,1
16864,4382,1
263950,578,8
239460,5572,4
48511,4382,8
306328,3883,3
198340,578,10
228581,3564,6
17656,578,10
224011,4693,6
18801,4382,7
16663,4382,1
249657,3635,6
36060,4213,8
267870,439,3
220304,439,5
111691,7162,5
107279,439,6
246048,7162,9
14982,439,4
294370,1144,5
36880,1144,8
17132,1144,8
121089,5383,1
245835,7171,6
19937,7171,8
265430,9782,5
320153,10845,7
254338,10845,7
269445,10845,10
205465,9782,9
210209,9782,10
42391,9782,7
37186,9782,6
12671,4049,9
13894,4049,8
8064,439,3
7250,439,3
8261,3467,7
90553,8171,8
213795,6114,9
165935,192,5
222388,6114,9
215007,6114,10
263724,274,10
284877,6114,10
163261,6114,10
209540,6114,9
217835,6114,10
299849,6114,9
265425,6114,10
182218,6114,10
207287,6114,10
35107,6114,10
156765,6114,10
60951,4017,10
203847,6114,8
66699,5576,6
153485,6114,8
96001,3309,5
201327,13019,1
142561,6114,10
198567,13019,8
238699,6114,6
320840,6114,3
319607,13019,6
179894,1324,6
124617,13019,8
67711,13019,9
18343,3962,8
108163,1056,7
116245,13019,2
17192,1056,2
167307,13019,2
59945,7597,7
232898,4692,6
137203,578,10
31503,3981,5
165851,578,9
131531,578,8
23205,578,9
35204,7597,7
59851,578,10
228212,578,8
52865,578,10
28178,7597,7
10342,1056,6
232245,578,3
202847,3962,8
80688,578,10
70873,3962,8
130521,578,9
75295,3962,8
250566,3962,6
149325,3962,6
169153,578,9
13977,3962,5
274299,1324,7
300009,1324,4
45281,578,9
315585,1324,7
279820,578,10
253983,578,10
188080,1324,4
88331,1324,2
255134,578,9
31333,1324,4
197049,1324,5
257996,578,9
527,1324,7
291900,578,10
139625,578,9
25777,578,10
20777,578,9
286470,5285,7
29948,2977,10
239894,5101,3
242503,3567,6
239601,4645,5
127577,5568,6
20156,4382,9
174433,1639,10
18469,4382,8
290656,1639,4
175539,1639,7
308175,1639,10
30490,4382,9
219367,1639,5
113781,1639,9
17623,4382,5
196893,1639,1
315311,1639,1
54225,4382,4
189648,1639,4
191394,1639,10
18539,4382,4
273315,1639,7
192845,1639,10
20772,4382,9
146813,1639,8
189280,1639,10
28616,4382,10
162195,1639,2
65021,1639,7
170169,1639,1
17509,4382,3
169509,1639,9
18063,4382,8
32508,4382,2
178666,1639,6
284766,3562,1
242408,5391,1
298937,5391,7
42089,11099,9
273373,5391,1
19285,4382,9
41203,11099,5
277432,5391,1
65023,5391,7
182889,5391,9
22135,4382,10
21486,4382,2
214102,5391,1
144335,5391,9
186404,4382,8
294388,12411,4
61827,5391,7
182928,5391,7
170265,5391,2
21336,4382,8
175541,5391,8
35902,5391,6
17199,4382,3
186001,5391,1
231108,6114,9
231195,6114,8
148983,5391,2
71329,4382,5
107903,6114,10
37484,5391,1
18622,4382,6
160445,6114,10
49301,5391,10
198598,1639,1
317906,1639,9
189995,1639,2
33612,6114,10
241050,1639,1
16883,4382,6
30212,6114,10
109601,1639,1
40159,4382,9
51215,6114,10
94587,1639,7
218264,4382,3
189900,1639,1
18193,4382,3
134679,1639,1
256493,6114,10
193937,4382,3
258979,6114,8
122847,1639,4
173007,1639,1
11686,1639,2
59477,1639,10
320161,6114,10
324449,6114,10
94891,1639,3
22922,4382,5
31029,1639,6
17121,4382,8
263826,8896,6
40985,4382,7
264737,6114,10
35129,4382,6
19820,4382,4
175757,1639,10
175477,1639,1
277408,6114,5
221785,6114,8
173395,6114,6
29526,6114,10
228597,6114,10
16758,4382,8
212325,6114,10
17278,4382,3
207798,6114,10
17277,4382,1
229590,12683,6
210246,6546,3
100445,4382,8
230085,4382,3
272770,6546,3
159225,454,5
35309,6546,5
218039,4382,4
226378,9851,10
183986,454,2
224058,9851,6
38216,454,4
230093,9851,6
222661,1639,10
128845,3890,6
131275,4565,9
218440,4382,4
202874,1639,1
281804,4382,8
229873,1639,2
228312,1639,1
235422,1639,10
238877,1639,10
300759,1639,10
307725,1639,6
81356,4382,7
108699,4382,7
219007,1639,1
184549,1639,9
118813,4382,9
143681,1639,6
257855,4382,7
229192,1639,3
80704,4282,9
225685,1639,9
271888,4382,6
52213,4382,9
316054,1639,2
24717,4382,6
39919,4382,7
316402,1639,2
199247,6114,8
239886,1639,3
280556,4382,5
323187,1639,10
280705,4382,7
242295,1639,7
270705,1639,1
240697,4382,9
218046,1639,10
296306,4382,7
300387,4382,8
217699,1639,10
53717,4382,8
206687,1639,3
11625,1561,7
9853,1561,2
214739,6114,8
27492,6114,9
208145,1639,10
238758,1639,3
147105,4382,9
286814,1639,10
65837,4382,8
242282,1639,2
209705,4382,9
242750,1639,6
235048,1639,10
215342,4382,6
201843,1639,4
219793,1639,5
81684,4382,6
301124,578,8
220006,1639,4
225871,6114,10
205652,1639,8
26359,4382,9
246637,1639,10
26854,4382,7
25819,4382,8
249557,1639,9
252659,1639,10
24435,4382,10
314234,1639,10
204389,1639,10
21347,4382,7
210074,1639,9
53129,4382,5
301213,1639,8
18951,4382,7
307981,1639,6
229736,4382,5
60631,578,9
258342,1639,7
29865,6114,9
253687,6114,10
295386,1639,6
253874,6114,10
294978,1639,10
265511,6114,8
281506,1639,1
214924,1639,10
217719,1639,10
18657,4382,7
319562,1639,10
323623,1639,10
223308,4382,4
268026,6114,9
83921,6114,10
241566,1639,6
231188,4382,6
237887,6114,10
317005,1639,10
281628,4382,8
238011,578,9
47445,578,10
254372,1639,2
59729,4382,10
322667,1639,6
54725,578,10
254485,1639,1
216727,4382,1
314134,4382,10
257181,1639,3
234359,4382,8
324359,578,3
263511,1639,2
238921,6114,8
271651,1639,2
284397,6114,7
276059,1639,2
198912,4382,5
285418,6114,3
204044,4382,7
187542,4382,7
277781,1639,1
18825,4382,9
304179,6114,9
278070,1639,10
235300,1639,5
310850,6114,9
27165,6114,10
46741,1639,5
209830,6114,9
203226,1639,5
221192,4382,3
233453,6114,9
219504,1639,10
78898,6114,10
247832,1639,1
298989,1639,1
220277,6114,10
42291,578,8
300463,1639,1
189967,4382,8
123825,578,8
209999,4382,6
57775,577,7
301681,1639,1
137735,578,10
250809,1639,1
189392,577,3
252606,1639,1
127569,578,10
75267,4382,9
253908,1639,1
310124,1639,1
234843,578,9
22209,4382,7
113145,578,7
23228,4382,7
212400,578,5
220663,1639,1
51683,578,9
266348,578,8
221092,1639,1
280588,4382,3
87339,578,8
207909,1639,2
37318,4382,2
36786,4382,10
27277,578,8
236277,1639,2
18448,4382,7
18952,4382,7
209901,1639,1
26660,578,9
233986,1639,10
24438,4382,8
13341,578,9
56977,1639,1
19705,4382,3
153407,578,7
152831,578,7
219266,1639,1
238515,1639,7
239977,1639,1
140385,578,9
241282,1639,2
292222,1639,4
292527,1639,10
237485,578,10
54921,3683,10
105569,1639,5
20195,4382,4
241547,578,10
147629,1639,5
220178,1639,1
18396,4382,8
170153,1639,4
288902,578,6
118483,1639,3
68031,1639,1
37810,4382,7
42017,4382,7
164347,1639,8
287455,1639,10
198991,1639,2
158357,4382,4
110025,1639,4
19528,4382,10
191049,1639,4
16990,4382,7
4325,32,10
3140,3297,9
12450,3297,10
36794,195,4
225911,4866,1
8642,3297,10
251460,3910,7
29664,195,5
47289,195,8
105365,3297,10
224015,4866,2
1450,195,8
257359,3297,10
37292,195,3
126387,3297,10
17953,195,5
165909,4866,6
183291,4866,6
5458,195,8
258320,3297,2
13001,3297,10
4587,3297,10
216902,4866,3
12043,5477,8
61959,4866,7
15875,3297,10
110701,3297,10
215773,4866,3
9477,195,8
245518,4866,2
3575,3297,10
212938,4866,10
13292,3297,10
148309,3297,6
312159,4866,10
279920,4866,8
192507,3297,9
511,195,10
9361,3297,10
230922,4866,10
301214,4866,9
3569,3297,10
13446,3297,10
147077,7472,8
198090,4866,9
261383,7472,8
175549,4866,6
220411,7472,8
55255,7472,10
302767,4866,3
65025,4866,7
90393,7472,5
152693,4866,10
187446,7472,9
280068,7472,6
42847,7472,6
64409,7472,7
195041,4866,2
104483,7472,10
77021,4866,6
35053,7472,10
125105,4866,1
290042,205,10
30632,4866,8
272979,205,5
125317,4866,2
255634,205,8
8820,4866,8
203188,205,10
192382,205,9
444,205,10
173017,205,5
3583,205,9
1166,205,6
720,205,8
14150,205,9
240684,866,6
316528,205,8
168295,205,6
196395,866,3
7846,205,10
19821,205,10
4136,866,8
5392,205,9
36,205,9
92283,205,9
25278,205,9
294483,9241,8
35098,9241,7
33810,9241,6
35562,9241,10
23232,4382,2
17632,4382,8
18814,4382,7
16961,4382,2
27194,4382,5
19817,4382,10
301088,6277,6
22955,4382,8
25870,4382,5
18479,4382,9
234998,6462,5
74655,6462,10
17624,4382,1
16618,4382,6
17878,4382,8
37235,4382,5
19956,4382,4
27020,4382,5
240787,9352,5
261799,9352,1
56031,4382,9
20122,4382,4
169767,4382,10
132671,4382,8
46837,4382,5
201477,4382,1
249346,5548,5
202539,4382,9
184754,4382,9
36694,4382,10
317422,4556,4
26194,4382,7
211000,4382,5
216733,4382,2
74463,4382,5
272629,4382,4
173261,1639,1
35770,4382,9
253175,6628,4
224342,4382,5
181818,1639,1
120143,1639,3
35960,1639,1
322659,4382,8
322787,5391,5
20732,4382,9
272582,5391,9
233615,5391,7
23430,4382,6
50253,3562,2
73489,4382,8
275201,4382,7
254887,1639,10
301935,1639,2
233931,4382,6
128319,16099,1
272802,974,8
220458,974,9
287491,974,10
31838,974,1
206465,12059,2
298001,974,7
204082,12059,2
251116,12059,1
115895,974,2
182062,12059,4
25242,974,3
193802,12059,6
10896,974,9
270392,12059,1
25205,974,1
74643,12059,7
8741,974,8
6769,974,8
195384,170,8
217691,170,6
8643,974,10
98411,170,9
179096,974,9
202720,170,10
9048,974,5
157961,835,8
205493,170,10
2420,974,7
104807,170,6
18806,974,9
9451,974,8
324091,170,10
13562,974,8
190568,170,7
196204,170,9
23412,170,9
187898,4608,9
168103,170,10
226107,581,6
64259,4608,8
38538,4379,7
18478,170,10
5918,170,9
37422,6422,5
57585,360,6
279827,360,3
291857,170,6
18373,360,5
264442,4737,10
11217,170,5
12139,170,10
184895,170,9
122925,170,9
3245,170,8
1591,170,8
305542,661,5
231324,755,9
273303,755,10
198791,3297,10
138375,3297,10
212365,755,6
16220,3297,10
33943,3297,2
37609,3297,9
237733,3297,10
292507,3384,10
302612,3729,3
58499,3729,7
267487,3297,10
234650,3711,5
75467,3297,10
244610,3711,6
201110,3297,9
115605,3711,1
68355,3297,10
98201,3711,9
147653,3297,10
20909,3711,2
136157,3297,10
17098,3711,4
44373,3297,10
194026,3297,10
197169,3297,10
120035,755,10
15032,3297,10
309694,755,5
120031,755,10
181717,3297,9
92459,5522,5
224524,755,2
208985,3297,9
124075,11577,9
189478,11577,7
123925,11577,6
183812,11577,6
150135,11577,6
131859,11577,8
133635,11577,3
278563,1144,2
124339,11577,6
132679,11577,6
136405,11577,8
123733,11577,9
124549,11577,4
122237,11577,9
125245,11577,6
35667,9241,7
127775,11577,5
102199,11577,10
99095,11577,8
237683,866,3
128977,11577,5
122631,11577,9
124709,11577,9
257085,581,6
67055,12673,7
66965,12673,7
258540,581,8
20298,581,10
22566,581,10
288466,195,4
43559,1390,9
37184,1390,8
23043,195,9
321434,16143,6
302340,13325,7
288174,16143,8
185577,11997,8
233058,195,10
230116,195,8
286851,195,9
289713,195,9
296071,5006,5
295169,195,8
84417,195,8
212205,195,7
257099,195,6
318605,195,9
56417,195,9
74607,195,8
141199,195,8
113521,195,9
41017,195,7
24705,195,10
43927,195,10
212886,1679,7
56751,195,7
68729,195,8
261574,195,9
242242,13019,7
324118,195,8
94999,5576,7
150799,195,8
227685,6097,8
92385,3531,3
126847,3531,5
67941,195,10
13233,195,10
242238,7455,7
89593,195,5
7435,195,9
68981,195,10
38587,7455,5
14898,195,9
184992,3793,4
93231,3793,2
189549,3793,3
23626,195,10
71459,32,10
1891,32,9
279929,32,1
286716,32,10
229874,15313,4
128,32,10
4683,32,8
147855,15313,6
191006,195,10
160629,32,7
91529,15313,3
273787,32,10
204652,15313,4
272156,32,10
84699,195,9
272276,15313,10
55145,7759,6
323413,32,7
181541,195,8
93213,32,1
303692,5107,3
28610,32,1
9134,195,8
162867,13917,5
10687,195,4
147679,32,6
302817,32,8
79270,32,3
133339,32,4
188905,195,10
127297,32,10
13753,195,10
93957,32,10
48453,195,9
13080,32,10
37591,195,3
276962,9467,5
284737,9467,7
146433,3297,9
215457,3297,10
21187,974,10
63119,974,6
102507,974,6
35033,4490,8
109553,974,9
242816,11969,5
117715,974,8
314624,3315,6
9070,974,8
114971,3747,6
112743,3747,3
32215,974,6
34579,9598,4
153183,974,9
198568,10553,7
235907,1344,9
251754,974,10
75497,1344,8
191906,1344,4
2985,1331,8
26065,974,9
57153,1344,4
16911,4004,9
233618,974,8
285625,4563,6
116053,1344,8
204662,974,8
14713,1344,10
238644,974,3
33263,9598,10
325637,974,4
33660,9598,7
112729,9904,3
83745,974,5
62099,7458,3
55279,9598,6
30301,1273,8
11550,1273,3
88573,974,9
45339,974,7
21144,974,8
207780,12665,5
259421,10553,7
61805,12665,6
182116,10553,3
16905,3747,10
285524,974,8
53379,3308,6
282592,3308,8
121145,3322,8
8929,3322,8
293602,3308,8
313401,3308,2
9036,3322,7
69547,3322,10
31987,3308,4
85125,3322,1
301524,3905,9
25032,3322,9
7963,3322,7
13558,3322,6
8817,3322,7
